Text,CaptionType,DocumentId,PageNumber,Popularity,Score
Table 9.10 (Continued) WPS Qualification—CJP Groove Welds: Number and Type of Test Specimens and Range of Thickness and Diameter Qualified (see 9.14) (Dimensions in Millimeters),Title,NOIMOFAAAAAAAAAA,327,2.336448598,1.46705571773418
See Notes on Page 65,Heading,NOIMOFAAAAAAAAAA,122,2.336448598,1.46705571773418
CLAUSE 3. PREQUALIFICATION OF WPSs,TableCap,NOIMOFAAAAAAAAAA,122,2.336448598,1.46705571773418
Table 6.3 UT Acceptance-Rejection Criteria (Cyclically Loaded Nontubular Connections in Tension) (see 6.13.2 and C-6.25.6),TableCap,NOIMOFAAAAAAAAAA,254,2.336448598,1.46705571773418
Class C (small discontinuities),Heading,NOIMOFAAAAAAAAAA,254,2.336448598,1.46705571773418
AWS D1.1/D1.1M:2015,TableCap,NOIMOFAAAAAAAAAA,122,2.336448598,1.46705571773418
Figure 6.2 (Continued)—Discontinuity Acceptance Criteria for Cyclically Loaded Nontubular Connections in Tension (Limitations of Porosity and Fusion Discontinuities),Title,NOIMOFAAAAAAAAAA,267,2.336448598,1.46705571773418
(see 6.12.2.1),FigureCap,NOIMOFAAAAAAAAAA,267,2.336448598,1.46705571773418
Figure 2.6—Termination of Welds Near Edges Subject to Tension (see 2.9.3.2),Title,NOIMOFAAAAAAAAAA,82,2.336448598,1.46705571773418
"Fabrication, Clause 5",Title,NOIMOFAAAAAAAAAA,634,2.336448598,1.46705571773418
CLAUSE 3. PREQUALIFICATION OF WPSs,TableCap,NOIMOFAAAAAAAAAA,128,2.336448598,1.46705571773418
See Notes on Page 65,Heading,NOIMOFAAAAAAAAAA,113,2.336448598,1.46705571773418
Single-V-groove weld (2) Corner joint (C),TableCap,NOIMOFAAAAAAAAAA,128,2.336448598,1.46705571773418
Figure 7.4—Bend Testing Device,Title,NOIMOFAAAAAAAAAA,297,2.336448598,1.46705571773418
Part F UT of Groove Welds C-6.19 General,Heading,NOIMOFAAAAAAAAAA,569,2.336448598,1.46705571773418
Figure 3.3 (Continued)—Prequalified CJP Groove Welded Joint Details (see 3.13) (Dimensions in Inches),Title,NOIMOFAAAAAAAAAA,128,2.336448598,1.46705571773418
Figure 3.3 (Continued)—Prequalified CJP Groove Welded Joint Details (see 3.13) (Dimensions in Inches),Title,NOIMOFAAAAAAAAAA,131,2.336448598,1.46705571773418
AWS D1.1/D1.1M:2015,TableCap,NOIMOFAAAAAAAAAA,132,2.336448598,1.46705571773418
AWS D1.1/D1.1M:2015,TableCap,NOIMOFAAAAAAAAAA,113,2.336448598,1.46705571773418
CLAUSE 3. PREQUALIFICATION OF WPSs,TableCap,NOIMOFAAAAAAAAAA,113,2.336448598,1.46705571773418
CLAUSE 3. PREQUALIFICATION OF WPSs,TableCap,NOIMOFAAAAAAAAAA,131,2.336448598,1.46705571773418
Annexes,Title,NOIMOFAAAAAAAAAA,370,2.336448598,1.46705571773418
(see 7.9.7.2),FigureCap,NOIMOFAAAAAAAAAA,297,2.336448598,1.46705571773418
Table 3.7 (Continued) Prequalified WPS Variables (see 3.6 and 3.7),Title,NOIMOFAAAAAAAAAA,106,2.336448598,1.46705571773418
C-5.22.8 Flange Warpage and Tilt. The combined,Heading,NOIMOFAAAAAAAAAA,555,2.336448598,1.46705571773418
Informative Information,Heading,NOIMOFAAAAAAAAAA,370,2.336448598,1.46705571773418
Figure 7.5—Suggested Type of Device for Qualification Testing of Small Studs (see 7.9.7.2),FigureCap,NOIMOFAAAAAAAAAA,297,2.336448598,1.46705571773418
C-5.22.6.2 Statically Loaded Nontubular Struc-,Heading,NOIMOFAAAAAAAAAA,555,2.336448598,1.46705571773418
C-5.22 Dimensional Tolerances of Welded Structural Members,Title,NOIMOFAAAAAAAAAA,555,2.336448598,1.46705571773418
Normative Information,Heading,NOIMOFAAAAAAAAAA,370,2.336448598,1.46705571773418
CLAUSE 3. PREQUALIFICATION OF WPSs,TableCap,NOIMOFAAAAAAAAAA,132,2.336448598,1.46705571773418
AWS D1.1/D1.1M:2015,TableCap,NOIMOFAAAAAAAAAA,131,2.336448598,1.46705571773418
Figure 4.11—Guided Bend Test Jig (see 4.9.3.1),FigureCap,NOIMOFAAAAAAAAAA,193,1.752336449,1.32237869903201
Q1. General,Heading,NOIMOFAAAAAAAAAA,462,1.752336449,1.32237869903201
"AWS A5.20/A5.20M, Specification for Carbon Steel Electrodes for Flux Cored Arc Welding",Title,NOIMOFAAAAAAAAAA,486,1.752336449,1.32237869903201
Part A Basic UT Procedures Q2. Introduction,Heading,NOIMOFAAAAAAAAAA,462,1.752336449,1.32237869903201
Figure 3.1—Weld Bead in which Depth and Width Exceed the Width of the Weld Face (see 3.7.2),Title,NOIMOFAAAAAAAAAA,107,1.752336449,1.32237869903201
Figure 2.9—Thin Filler Plates in Splice Joint (see 2.11.1),Title,NOIMOFAAAAAAAAAA,84,1.752336449,1.32237869903201
"Note: The effective areas of welds 1, 2, and 3 shall be adequate to transmit the design force, and the length of welds 1 and 2 shall be adequate to avoid overstress of filler plate in shear along planes x-x.",FigureCap,NOIMOFAAAAAAAAAA,84,1.752336449,1.32237869903201
Annex Q (Informative),Title,NOIMOFAAAAAAAAAA,462,1.752336449,1.32237869903201
UT Examination of Welds by Alternative Techniques,Title,NOIMOFAAAAAAAAAA,462,1.752336449,1.32237869903201
Q4. UT Operator and Equipment,Heading,NOIMOFAAAAAAAAAA,463,1.752336449,1.32237869903201
Figure 2.10—Thick Filler Plates in Splice Joint (see 2.11.2),FigureCap,NOIMOFAAAAAAAAAA,84,1.752336449,1.32237869903201
Q5. Reference Standard,Heading,NOIMOFAAAAAAAAAA,463,1.752336449,1.32237869903201
Q6. Calibration Methods,Heading,NOIMOFAAAAAAAAAA,463,1.752336449,1.32237869903201
Double-U-groove weld (7) Butt joint (B),TableCap,NOIMOFAAAAAAAAAA,120,1.752336449,1.32237869903201
Figure 3.2 (Continued)—Prequalified PJP Groove Welded Joint Details (see 3.12) (Dimensions in Millimeters),Title,NOIMOFAAAAAAAAAA,120,1.752336449,1.32237869903201
CLAUSE 3. PREQUALIFICATION OF WPSs,TableCap,NOIMOFAAAAAAAAAA,120,1.752336449,1.32237869903201
AWS D1.1/D1.1M:2015,TableCap,NOIMOFAAAAAAAAAA,120,1.752336449,1.32237869903201
Figure 4.8—Face and Root Bend Specimens (see 4.9.3.1),FigureCap,NOIMOFAAAAAAAAAA,190,1.752336449,1.32237869903201
Figure 4.5—Location of Test Specimens on Welded Test Plates— ESW and EGW—WPS Qualification (see 4.9),Title,NOIMOFAAAAAAAAAA,187,1.752336449,1.32237869903201
Figure 4.6—Location of Test Specimens on Welded Test Plate Over 3/8 in [10 mm] Thick—WPS Qualification (see 4.9),Title,NOIMOFAAAAAAAAAA,188,1.752336449,1.32237869903201
Q3. UT Procedure,Heading,NOIMOFAAAAAAAAAA,462,1.752336449,1.32237869903201
"Note: t = thicker member, t1 = thinner member. Figure 2.4—Transversely Loaded Fillet Welds (see 2.9.1.1 and 2.9.1.2)",FigureCap,NOIMOFAAAAAAAAAA,81,1.752336449,1.32237869903201
References for C-Annex H,Heading,NOIMOFAAAAAAAAAA,628,1.752336449,1.32237869903201
Figure 2.2—Transition of Butt Joints in Parts of Unequal Thickness (Cyclically Loaded Nontubular) (see 2.17.1.1),FigureCap,NOIMOFAAAAAAAAAA,80,1.752336449,1.32237869903201
Resolution Technique:,Heading,NOIMOFAAAAAAAAAA,573,1.752336449,1.32237869903201
(2) Butt Joints,Heading,NOIMOFAAAAAAAAAA,573,1.752336449,1.32237869903201
C-4.12 Fillet Welds for Tubular and Nontubular Connections,Heading,NOIMOFAAAAAAAAAA,546,1.752336449,1.32237869903201
C-4.14 Welding Processes Requiring Qualification,Heading,NOIMOFAAAAAAAAAA,546,1.752336449,1.32237869903201
Part C Performance Qualification,Heading,NOIMOFAAAAAAAAAA,546,1.752336449,1.32237869903201
C-4.15 General,Heading,NOIMOFAAAAAAAAAA,546,1.752336449,1.32237869903201
C-5.1 Scope,Heading,NOIMOFAAAAAAAAAA,548,1.752336449,1.32237869903201
C-5.2 Base Metal,Heading,NOIMOFAAAAAAAAAA,548,1.752336449,1.32237869903201
C-5.28 Arc Strikes,Heading,NOIMOFAAAAAAAAAA,556,1.752336449,1.32237869903201
C-5.27 Caulking,Heading,NOIMOFAAAAAAAAAA,556,1.752336449,1.32237869903201
C-5.3 Welding Consumables and Electrode Requirements,Heading,NOIMOFAAAAAAAAAA,548,1.752336449,1.32237869903201
C-5. Fabrication,Title,NOIMOFAAAAAAAAAA,548,1.752336449,1.32237869903201
C-5.26 Peening,Heading,NOIMOFAAAAAAAAAA,556,1.752336449,1.32237869903201
C-5.25 Repairs,Heading,NOIMOFAAAAAAAAAA,556,1.752336449,1.32237869903201
C-5.23 Weld Profiles,Heading,NOIMOFAAAAAAAAAA,556,1.752336449,1.32237869903201
Nontubular Connections,Title,NOIMOFAAAAAAAAAA,546,1.752336449,1.32237869903201
C-4.11 PJP Groove Welds for,Heading,NOIMOFAAAAAAAAAA,546,1.752336449,1.32237869903201
C-8.4 Fatigue Life Enhancement,Title,NOIMOFAAAAAAAAAA,587,1.752336449,1.32237869903201
Figure 3.3 (Continued)—Prequalified CJP Groove Welded Joint Details (see 3.13) (Dimensions in Millimeters),Title,NOIMOFAAAAAAAAAA,139,1.752336449,1.32237869903201
ALL DIMENSIONS IN mm,TableCap,NOIMOFAAAAAAAAAA,120,1.752336449,1.32237869903201
"Yield line analysis, C-9.6.2, C-9.6.2.1,",Title,NOIMOFAAAAAAAAAA,644,1.752336449,1.32237869903201
M,Heading,NOIMOFAAAAAAAAAA,636,1.752336449,1.32237869903201
Figure 3.3 (Continued)—Prequalified CJP Groove Welded Joint Details (see 3.13) (Dimensions in Inches),Title,NOIMOFAAAAAAAAAA,133,1.752336449,1.32237869903201
Application,Heading,NOIMOFAAAAAAAAAA,628,1.752336449,1.32237869903201
Relation Between Energy Input and Fillet Leg Size,Title,NOIMOFAAAAAAAAAA,628,1.752336449,1.32237869903201
Figure C-9.3—Simplified Concept of Punching Shear (see C-9.6.1.1),Title,NOIMOFAAAAAAAAAA,621,1.752336449,1.32237869903201
Figure 2.3—Transition of Thicknesses (Statically Loaded Nontubular) (see 2.7.5 and 2.8.1),Title,NOIMOFAAAAAAAAAA,81,1.752336449,1.32237869903201
Figure C-9.2—Improved Weld Profile Requirements (see C-9.2.7.6),Title,NOIMOFAAAAAAAAAA,621,1.752336449,1.32237869903201
C-9.6.1.3 Uneven Distribution of Load (Weld,Heading,NOIMOFAAAAAAAAAA,602,1.752336449,1.32237869903201
"Figure C-9.4 indicates a safety index of 3.45, appro- priate for selection of the joint can as a member (safety index is the safety margin of the design criteria, includ- ing hidden bias, expressed in standard deviations of total uncertainty). For further comparison, the ASCE Com- mittee on Tubular Structures in Reference 2 derived a resistance factor of 0.81 for similar Yura-based tubular connection design criteria, targeting a safety index of 3.0.",FigureCap,NOIMOFAAAAAAAAAA,602,1.752336449,1.32237869903201
"and intended to be equivalent to, the earlier punching",Title,NOIMOFAAAAAAAAAA,602,1.752336449,1.32237869903201
"Figure C-9.4 shows the reliability of the new punching shear criteria based on computed alpha, as a histogram of the ratio of test ultimate strength (P test) to the allowable. The data base of Reference 6 was used. Inappropriate tests have been deleted, and effective Fy conforming to the 2/3 rule have been estimated, as described in IIW-doc XV-405-77.",FigureCap,NOIMOFAAAAAAAAAA,601,1.752336449,1.32237869903201
C-9.6 Limitations of the Strength of Welded Connections,Title,NOIMOFAAAAAAAAAA,601,1.752336449,1.32237869903201
AWS D1.1/D1.1M:2015,TableCap,NOIMOFAAAAAAAAAA,124,1.752336449,1.32237869903201
Figure 3.2 (Continued)—Prequalified PJP Groove Welded Joint Details (see 3.12) (Dimensions in Millimeters),Title,NOIMOFAAAAAAAAAA,124,1.752336449,1.32237869903201
Figure C-2.6—Graphical Solution of the Capacity of an Obliquely Loaded Weld Group (see C-2.6.4.4),Title,NOIMOFAAAAAAAAAA,531,1.752336449,1.32237869903201
CLAUSE 3. PREQUALIFICATION OF WPSs,TableCap,NOIMOFAAAAAAAAAA,124,1.752336449,1.32237869903201
"Figure 9.11—Prequalified Joint Details for PJP T-, Y-, and K-Tubular Connections (see 9.10.1)",FigureCap,NOIMOFAAAAAAAAAA,345,1.752336449,1.32237869903201
"a Use Leg I, II, or III (see Annex J for definition of Leg).",Title,NOIMOFAAAAAAAAAA,428,1.752336449,1.32237869903201
Figure 6.2 (Continued)—Discontinuity Acceptance Criteria for Cyclically Loaded Nontubular Connections in Tension (Limitations of Porosity and Fusion Discontinuities),Title,NOIMOFAAAAAAAAAA,268,1.752336449,1.32237869903201
Position,Heading,NOIMOFAAAAAAAAAA,444,1.752336449,1.32237869903201
Figure 9.29—Class R Indications (see 9.27.1.1),Title,NOIMOFAAAAAAAAAA,364,1.752336449,1.32237869903201
"Sample Welder Qualification Blank Form (Single-Process) WELDER, WELDING OPERATOR, OR TACK WELDER PERFORMANCE QUALIFICATION TEST RECORD",Title,NOIMOFAAAAAAAAAA,444,1.752336449,1.32237869903201
"Figure 9.26—Test Joint for T-, Y-, and K-Connections without Backing on Pipe or Box Tubing (<4 in [100 mm] O.D.)—Welder and WPS Qualification (see 9.15.4.1 and 9.19)",Title,NOIMOFAAAAAAAAAA,361,1.752336449,1.32237869903201
Figure 9.23—Tubular Butt Joint—WPS Qualification with and without Backing (see 9.15.1 and 9.15.2),FigureCap,NOIMOFAAAAAAAAAA,358,1.752336449,1.32237869903201
Figure G.1 (Continued)—Other Approved Blocks and Typical Transducer Position (see G2.3.1) (Metric),FigureCap,NOIMOFAAAAAAAAAA,397,1.752336449,1.32237869903201
Figure 4.25—Fillet Weld Break and Macroetch Test Plate—Welder or Welding Operator Qualification—Option 1 (see 4.21.2 and Table 4.11 or 9.21 and Table 9.14),Title,NOIMOFAAAAAAAAAA,204,1.752336449,1.32237869903201
Note: T = qualification pipe or box tube wall thickness.,FigureCap,NOIMOFAAAAAAAAAA,358,1.752336449,1.32237869903201
Figure 9.22—Tubular Butt Joint—Welder Qualification with and without Backing (see 9.19),FigureCap,NOIMOFAAAAAAAAAA,358,1.752336449,1.32237869903201
9.30.8 Reports,Heading,NOIMOFAAAAAAAAAA,316,1.752336449,1.32237869903201
Table 9.1 Fatigue Stress Design Parameters (see 9.2.7.2),TableCap,NOIMOFAAAAAAAAAA,317,1.752336449,1.32237869903201
E,Heading,NOIMOFAAAAAAAAAA,412,1.752336449,1.32237869903201
(see 6.12.2.1),FigureCap,NOIMOFAAAAAAAAAA,268,1.752336449,1.32237869903201
F,Heading,NOIMOFAAAAAAAAAA,412,1.752336449,1.32237869903201
WPS Qualification; PJP Groove Welds (see 9.14),Title,NOIMOFAAAAAAAAAA,328,1.752336449,1.32237869903201
Table 9.12 Number and Type of Test Specimens and Range of Thickness Qualified— WPS Qualification; Fillet Welds (see 9.14),TableCap,NOIMOFAAAAAAAAAA,328,1.752336449,1.32237869903201
Table 9.9),TableCap,NOIMOFAAAAAAAAAA,328,1.752336449,1.32237869903201
Table 9.14 (Continued) Welder and Welding Operator Qualification-Number and Type of Specimens and Range of Thickness and Diameter Qualified (Dimensions in Millimeters) (see 9.17.1),Title,NOIMOFAAAAAAAAAA,331,1.752336449,1.32237869903201
V,Heading,NOIMOFAAAAAAAAAA,417,1.752336449,1.32237869903201
W,Heading,NOIMOFAAAAAAAAAA,417,1.752336449,1.32237869903201
PROCEDURE,Heading,NOIMOFAAAAAAAAAA,433,1.752336449,1.32237869903201
Blank Sample PQR Form (GMAW & FCAW – page 1) PROCEDURE QUALIFICATION RECORD (PQR),Title,NOIMOFAAAAAAAAAA,433,1.752336449,1.32237869903201
"Table 9.15 Tubular Root Opening Tolerances, Butt Joints Welded Without Backing (see 9.24.2.1)",TableCap,NOIMOFAAAAAAAAAA,332,1.752336449,1.32237869903201
Table 9.17 Hole-Type IQI Requirements (see 9.28.1),TableCap,NOIMOFAAAAAAAAAA,334,1.752336449,1.32237869903201
Table 9.18 Wire IQI Requirements (see 9.28.1),TableCap,NOIMOFAAAAAAAAAA,334,1.752336449,1.32237869903201
Ultrasonic Unit Calibration Report—AWS,Title,NOIMOFAAAAAAAAAA,422,1.752336449,1.32237869903201
SUPPLEMENTAL INSTRUCTIONS,Heading,NOIMOFAAAAAAAAAA,422,1.752336449,1.32237869903201
Table 9.11 Number and Type of Test Specimens and Range of Thickness Qualified—,TableCap,NOIMOFAAAAAAAAAA,328,1.752336449,1.32237869903201
"Figure 9.33—Double-Wall Exposure—Double-Wall (Elliptical) View,",FigureCap,NOIMOFAAAAAAAAAA,368,1.752336449,1.32237869903201
Table 6.7 (Continued) Testing Angle (see 6.25.5.2),TableCap,NOIMOFAAAAAAAAAA,258,1.752336449,1.32237869903201
Minimum Two Exposures (see 9.29.1.3),FigureCap,NOIMOFAAAAAAAAAA,368,1.752336449,1.32237869903201
"Figure 9.34—Double-Wall Exposure—Double-Wall View,",FigureCap,NOIMOFAAAAAAAAAA,368,1.752336449,1.32237869903201
Minimum Three Exposures (see 9.29.1.3),FigureCap,NOIMOFAAAAAAAAAA,368,1.752336449,1.32237869903201
Figure 4.27—Fillet Weld Break Specimen—Tack Welder Qualification (see 4.16.2),FigureCap,NOIMOFAAAAAAAAAA,206,1.752336449,1.32237869903201
9.6.2.3 Uneven Distribution of Load (Effective,Heading,NOIMOFAAAAAAAAAA,306,1.752336449,1.32237869903201
Figure 6.14 (Continued)—Qualification Blocks (see 6.22.3 and 6.27) (Metric),Title,NOIMOFAAAAAAAAAA,285,1.752336449,1.32237869903201
Figure 6.3 (Continued)—Discontinuity Acceptance Criteria for Cyclically Loaded Nontubular Connections in Compression (Limitations of Porosity or Fusion-Type Discontinuities),Title,NOIMOFAAAAAAAAAA,274,1.752336449,1.32237869903201
Figure 5.1—Edge Discontinuities in Cut Material (see 5.14.5.1),FigureCap,NOIMOFAAAAAAAAAA,226,1.752336449,1.32237869903201
(see 6.12.2.2),FigureCap,NOIMOFAAAAAAAAAA,274,1.752336449,1.32237869903201
9.6 Limitations of the Strength of Welded Connections,Title,NOIMOFAAAAAAAAAA,303,1.752336449,1.32237869903201
Figure 3.3 (Continued)—Prequalified CJP Groove Welded Joint Details (see 3.13) (Dimensions in Millimeters),Title,NOIMOFAAAAAAAAAA,144,1.168224299,1.1531712728979
C-7.4 Workmanship/Fabrication,Heading,NOIMOFAAAAAAAAAA,582,1.168224299,1.1531712728979
References for Clause C-3,Title,NOIMOFAAAAAAAAAA,540,1.168224299,1.1531712728979
Table C-9.6 Structural Steel Shapes (see C-9.8.2),TableCap,NOIMOFAAAAAAAAAA,618,1.168224299,1.1531712728979
Table C-9.5 Structural Steel Pipe and Tubular Shapes (see C-9.8.2),TableCap,NOIMOFAAAAAAAAAA,618,1.168224299,1.1531712728979
*unacceptable discontinuity. See defect.,Heading,NOIMOFAAAAAAAAAA,416,1.168224299,1.1531712728979
Figure 3.3 (Continued)—Prequalified CJP Groove Welded Joint Details (see 3.13) (Dimensions in Millimeters),Title,NOIMOFAAAAAAAAAA,141,1.168224299,1.1531712728979
Figure 3.3 (Continued)—Prequalified CJP Groove Welded Joint Details (see 3.13) (Dimensions in Millimeters),Title,NOIMOFAAAAAAAAAA,140,1.168224299,1.1531712728979
"C-6.18 Examination, Report, and Disposition of Radiographs",Heading,NOIMOFAAAAAAAAAA,568,1.168224299,1.1531712728979
C-7.4.6 Arc Shield Removal and C-7.4.7 Acceptance,Heading,NOIMOFAAAAAAAAAA,582,1.168224299,1.1531712728979
C-7. Stud Welding,Title,NOIMOFAAAAAAAAAA,582,1.168224299,1.1531712728979
C-7.5 Technique,Title,NOIMOFAAAAAAAAAA,583,1.168224299,1.1531712728979
C-7.6 Stud Application Qualification Requirements,Heading,NOIMOFAAAAAAAAAA,583,1.168224299,1.1531712728979
U,Heading,NOIMOFAAAAAAAAAA,416,1.168224299,1.1531712728979
Figure 3.3 (Continued)—Prequalified CJP Groove Welded Joint Details (see 3.13) (Dimensions in Millimeters),Title,NOIMOFAAAAAAAAAA,138,1.168224299,1.1531712728979
heat-affected zone. See HAZ.,Heading,NOIMOFAAAAAAAAAA,413,1.168224299,1.1531712728979
Table C-9.4 Structural Steel Plates (see C-9.8.2),TableCap,NOIMOFAAAAAAAAAA,617,1.168224299,1.1531712728979
C-6.1.1 Information Furnished to Bidders. It is essen-,Heading,NOIMOFAAAAAAAAAA,564,1.168224299,1.1531712728979
Annex L (Informative) UT Equipment Qualification and Inspection Forms,Title,NOIMOFAAAAAAAAAA,420,1.168224299,1.1531712728979
"Figure 9.13—Definitions and Detailed Selections for Prequalified CJP T-, Y-, and K-Tubular Connections (see 9.11.2 and Table 9.7)",Title,NOIMOFAAAAAAAAAA,349,1.168224299,1.1531712728979
Report of UT of Welds,Title,NOIMOFAAAAAAAAAA,427,1.168224299,1.1531712728979
for Determining Preheat,Heading,NOIMOFAAAAAAAAAA,626,1.168224299,1.1531712728979
Guidelines on Alternative Methods,Heading,NOIMOFAAAAAAAAAA,626,1.168224299,1.1531712728979
C-Annex H,Heading,NOIMOFAAAAAAAAAA,626,1.168224299,1.1531712728979
Preheat—Background Review and Discussion,Title,NOIMOFAAAAAAAAAA,626,1.168224299,1.1531712728979
"Figure C-9.6—Upper Bound Theorem (see C-9.2.7.2, C-9.6.2, and C-9.8)",FigureCap,NOIMOFAAAAAAAAAA,623,1.168224299,1.1531712728979
(see C-9.6.2.1),FigureCap,NOIMOFAAAAAAAAAA,623,1.168224299,1.1531712728979
Figure C-9.5—Transition Between Gap and Overlap Connections,Title,NOIMOFAAAAAAAAAA,623,1.168224299,1.1531712728979
Figure C-2.7—Single Fillet Welded Lap Joints (see C-2.9.1.1),Title,NOIMOFAAAAAAAAAA,532,1.168224299,1.1531712728979
C-3.2 Welding Processes,Title,NOIMOFAAAAAAAAAA,534,1.168224299,1.1531712728979
C-Figure 3.2 Prequalified PJP Groove Welded Joint Details,Heading,NOIMOFAAAAAAAAAA,534,1.168224299,1.1531712728979
C-3. Prequalification of WPSs,Heading,NOIMOFAAAAAAAAAA,534,1.168224299,1.1531712728979
C-3.3 Base Metal/Filler Metal Combinations,Title,NOIMOFAAAAAAAAAA,535,1.168224299,1.1531712728979
"Figure 9.10—Fillet Welded Prequalified Tubular Joints Made by SMAW, GMAW, and FCAW (see 9.9.1)",Title,NOIMOFAAAAAAAAAA,344,1.168224299,1.1531712728979
"Figure 9.11 (Continued)—Prequalified Joint Details for PJP T-, Y-, and K-Tubular Connections (see 9.10.1)",FigureCap,NOIMOFAAAAAAAAAA,346,1.168224299,1.1531712728979
SUPPLEMENTAL INSTRUCTIONS,Heading,NOIMOFAAAAAAAAAA,421,1.168224299,1.1531712728979
Ultrasonic Unit Calibration Report—AWS,Title,NOIMOFAAAAAAAAAA,421,1.168224299,1.1531712728979
Figure A.3—Bevel Groove Weld with Reinforcing Fillet Weld (see 2.4.2.7),Title,NOIMOFAAAAAAAAAA,373,1.168224299,1.1531712728979
C-7.1 Scope,Heading,NOIMOFAAAAAAAAAA,582,1.168224299,1.1531712728979
C-7.2 General Requirements,Heading,NOIMOFAAAAAAAAAA,582,1.168224299,1.1531712728979
C-7.7 Production Control,Heading,NOIMOFAAAAAAAAAA,583,1.168224299,1.1531712728979
C-7.3 Mechanical Requirements,Heading,NOIMOFAAAAAAAAAA,582,1.168224299,1.1531712728979
C-8.1 General,Heading,NOIMOFAAAAAAAAAA,586,1.168224299,1.1531712728979
Figure 9.21—Pipe Fillet Weld Soundness Test—WPS Qualification (see 4.12.2 and 9.16),Title,NOIMOFAAAAAAAAAA,357,1.168224299,1.1531712728979
Figure 9.19—Location of Test Specimens on Welded Test Pipe— WPS Qualification (see 9.14),Title,NOIMOFAAAAAAAAAA,355,1.168224299,1.1531712728979
G1. Longitudinal Mode,Heading,NOIMOFAAAAAAAAAA,394,1.168224299,1.1531712728979
Table D.3 Intermediate Stiffeners on One Side Only of Web,Title,NOIMOFAAAAAAAAAA,382,1.168224299,1.1531712728979
C-6.6 Obligations of the Contractor,Heading,NOIMOFAAAAAAAAAA,565,1.168224299,1.1531712728979
"Table E.5 No Intermediate Stiffeners, Interior or Fascia Girders",TableCap,NOIMOFAAAAAAAAAA,388,1.168224299,1.1531712728979
"Note: For actual dimensions not shown, use the next higher figure.",TableCap,NOIMOFAAAAAAAAAA,388,1.168224299,1.1531712728979
"C-6.4 Inspection of Welder, Welding Operator, and Tack Welder Qualifications",Heading,NOIMOFAAAAAAAAAA,565,1.168224299,1.1531712728979
"Table E.4 Intermediate Stiffeners on Both Sides of Web, Fascia Girders",TableCap,NOIMOFAAAAAAAAAA,388,1.168224299,1.1531712728979
Figure 9.29 (Continued)—Class R Indications (see 9.27.1.1),Title,NOIMOFAAAAAAAAAA,365,1.168224299,1.1531712728979
Figure 9.30—Class X Indications (see 9.27.1.2),FigureCap,NOIMOFAAAAAAAAAA,366,1.168224299,1.1531712728979
G1.1 Distance Calibration,Heading,NOIMOFAAAAAAAAAA,394,1.168224299,1.1531712728979
C-6.3 Inspection of WPS Qualification,Heading,NOIMOFAAAAAAAAAA,565,1.168224299,1.1531712728979
INTERNAL REFLECTORS AND ALL OTHER WELDS,Heading,NOIMOFAAAAAAAAAA,366,1.168224299,1.1531712728979
Table C-8.2 Relationship Between Plate Thickness and Burr Radius [see C-8.4.1(2)],TableCap,NOIMOFAAAAAAAAAA,592,1.168224299,1.1531712728979
"Table E.1 Intermediate Stiffeners on Both Sides of Web, Interior Girders",TableCap,NOIMOFAAAAAAAAAA,385,1.168224299,1.1531712728979
"a Established Welding Suitability: Existence of previous satisfactory welding may justify the use of Table 3.2 (Group II) filler metals. If not previously welded, obtain samples and prepare WPS qualification. Conduct in place weld test on safe area of structure if samples are not available. b Persons qualified to establish welding suitability must provide a written WPS and should monitor welding operations. Note: A written WPS is required and must have Engineer approval.",TableCap,NOIMOFAAAAAAAAAA,592,1.168224299,1.1531712728979
Table C-8.1 Guide to Welding Suitability (see C-8.2.2),Title,NOIMOFAAAAAAAAAA,592,1.168224299,1.1531712728979
C-6.2 Inspection of Materials and Equipment,Title,NOIMOFAAAAAAAAAA,565,1.168224299,1.1531712728979
References for Clause C-8,Heading,NOIMOFAAAAAAAAAA,589,1.168224299,1.1531712728979
C-8.6 Quality,Heading,NOIMOFAAAAAAAAAA,589,1.168224299,1.1531712728979
C-6.1 Scope,Heading,NOIMOFAAAAAAAAAA,564,1.168224299,1.1531712728979
"T-, Y-, AND K-ROOT DISCONTINUITIES",Heading,NOIMOFAAAAAAAAAA,366,1.168224299,1.1531712728979
Figure H.4—Relation Between Fillet Weld Size and Energy Input (see H6.1.5),FigureCap,NOIMOFAAAAAAAAAA,407,1.168224299,1.1531712728979
G2. Shear Wave Mode (Transverse) G2.1 Sound Entry (Index) Point Check,Heading,NOIMOFAAAAAAAAAA,394,1.168224299,1.1531712728979
G2.3 Distance Calibration,Heading,NOIMOFAAAAAAAAAA,394,1.168224299,1.1531712728979
C-6. Inspection,Title,NOIMOFAAAAAAAAAA,564,1.168224299,1.1531712728979
C-9.19 CJP Groove Welds for Tubular Connections,Title,NOIMOFAAAAAAAAAA,610,1.168224299,1.1531712728979
Figure H.3—Graphs to Determine Cooling Rates for Single-Pass SAW Fillet Welds (see H6.1.3),Title,NOIMOFAAAAAAAAAA,404,1.168224299,1.1531712728979
Figure H.2—Critical Cooling Rate for 350 HV and 400 HV (see H3.3),FigureCap,NOIMOFAAAAAAAAAA,403,1.168224299,1.1531712728979
Figure 4.22—Fillet Weld Root Bend Test Plate—Welder or Welding Operator Qualification—Option 2 (see 4.21.2 and Table 4.11 or 9.21 and Table 9.14),Title,NOIMOFAAAAAAAAAA,202,1.168224299,1.1531712728979
